lessonId,title,displayedFormula,sourceWithinApplication,enginePreset,exampleInputs,expectedOutputs,reviewStatus
660,Undo and Redo,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
661,Animation Player,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
661,Animation Player,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
662,Snap Controls,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
662,Snap Controls,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
663,Trace and Locus,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
663,Trace and Locus,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
664,Exact and Decimal Output,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
664,Exact and Decimal Output,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
665,Linked Views,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
665,Linked Views,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
666,"Save, Duplicate and Share",new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
666,"Save, Duplicate and Share",control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
667,Export,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
667,Export,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
668,Teacher Presentation Mode,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
668,Teacher Presentation Mode,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
669,Learner Practice Mode,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
669,Learner Practice Mode,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
670,Exam Mode,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
670,Exam Mode,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
671,Keyboard Navigation,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
671,Keyboard Navigation,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
672,Screen Reader Support,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
672,Screen Reader Support,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
673,High Contrast and Large Text,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
673,High Contrast and Large Text,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
674,Multi-Language Terminology,new\ size=scale\times original\ size,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
674,Multi-Language Terminology,control\ state\leftrightarrow visual\ state\leftrightarrow text\ summary,core lesson content formula card,platform.core-model,primary-control,capability-state,needs-review
39,Cartesian Graphing,"(x,y)",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
39,Cartesian Graphing,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
40,Function Plotter,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
40,Function Plotter,y=a f(x)+b,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
41,Equation Grapher,y=mx+b,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
41,Equation Grapher,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
42,Inequality Grapher,test a point in y<mx+b,core lesson content formula card,graph.inequality,primary-control,graph-layer|value-table,needs-review
42,Inequality Grapher,y=f(x),core lesson content formula card,graph.inequality,primary-control,graph-layer|value-table,needs-review
43,Parametric Curves,"x=f(t), y=g(t)",core lesson content formula card,graph.parametric,primary-control,graph-layer|value-table,needs-review
43,Parametric Curves,y=f(x),core lesson content formula card,graph.parametric,primary-control,graph-layer|value-table,needs-review
44,Polar Graphs,"(r,theta)",core lesson content formula card,graph.polar,primary-control,graph-layer|value-table,needs-review
44,Polar Graphs,y=f(x),core lesson content formula card,graph.polar,primary-control,graph-layer|value-table,needs-review
45,Point Plotter,"P=(x,y)",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
45,Point Plotter,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
46,Data Plotter,"(input, output)",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
46,Data Plotter,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
47,Table of Values,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
47,Table of Values,y=a f(x)+b,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
48,Trace Mode,"(x,f(x))",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
48,Trace Mode,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
49,Zoom and Pan,xMax-xMin,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
49,Zoom and Pan,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
50,Axis Controls,max-min,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
50,Axis Controls,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
51,Grid Controls,next line = current line + step,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
51,Grid Controls,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
52,Multiple Graphics Views,view1(object)=view2(object),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
52,Multiple Graphics Views,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
53,Special Points,f(x)=0,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
53,Special Points,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
54,Graph Inspector,"selected point = (x,y)",core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
54,Graph Inspector,y=f(x),core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
55,Dynamic Parameters,y=ax+b,core lesson content formula card,graph.core-model,primary-control,graph-layer|value-table,needs-review
